"interview_identifier","question_number_a2","comment_a2","guidance_a2","judgement_a2","tone_a2","active_listening_a2","follow_up_a2","natural_a2","begin_a2","finish_a2","skipped_a2","comment_1_a2","grammaticality_a2","grammaticality_confidence_a2","relevance_a2","relevance_confidence_a2","specificity_a2","specificity_confidence_a2","clarity_a2","clarity_confidence_a2","empathy_a2","empathy_confidence_a2","response_complexity_a2","response_complexity_confidence_a2","engagement_a2","engagement_confidence_a2","tone_answers_a2","tone_answers_confidence_a2","type_a2","question_number_a1","comment_a1","guidance_a1","judgement_a1","tone_a1","active_listening_a1","follow_up_a1","natural_a1","begin_a1","finish_a1","skipped_a1","comment_1_a1","grammaticality_a1","grammaticality_confidence_a1","relevance_a1","relevance_confidence_a1","specificity_a1","specificity_confidence_a1","clarity_a1","clarity_confidence_a1","empathy_a1","empathy_confidence_a1","response_complexity_a1","response_complexity_confidence_a1","engagement_a1","engagement_confidence_a1","tone_answers_a1","tone_answers_confidence_a1","type_a1"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",7,0,0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,2,4,2,4,1,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",8,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,3,4,3,4,4,4,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",9,0,0,0,0,0,0,0,0,0,0,"0",5,5,3,5,2,5,5,5,2,4,1,5,1,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",10,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,2,3,1,5,2,4,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",11,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,3,4,2,4,3,4,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",12,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,4,5,2,4,5,5,4,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",13,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,3,1,5,3,4,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",4,"0",0,0,0,0,0,0,0,0,0,"0",5,5,5,5,5,5,5,5,1,5,1,5,4,5,3,5,"AI",14,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,2,4,5,5,2,3,1,5,1,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",0,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,3,2,4,2,4,4,4,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",1,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",2,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,5,5,5,3,5,3,4,3,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",3,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,4,4,5,5,4,4,3,4,3,4,3,4,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",4,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,1,5,5,5,1,5,1,5,1,5,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",5,0,0,0,0,0,0,0,0,0,0,"0",4,5,5,5,4,4,5,5,3,4,3,4,3,4,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",6,0,0,0,0,0,0,0,0,0,0,"0",5,5,5,5,3,4,5,5,3,4,2,4,3,4,3,5,"AI"
"3bf2a62d-9fbe-485f-aee8-9f8f9a9af77b",5,"0",0,0,0,0,1,0,0,0,0,"0",5,5,5,5,4,5,5,5,2,5,3,5,4,5,4,5,"AI",7,0,0,0,0,0,0,0,0,0,0,"0",4,5,5,5,2,4,5,5,2,4,2,4,1,5,3,5,"AI"
